respID,qID,altID,obsID,monthlyRent,location,distanceToMetro,squareFootage,fitnessCenter,twentyFourSevenConcierge,parking,communitySpace,utilitiesIncludedInRent,image
162,5,3,1293,2500,5,15,500,no,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
162,6,1,1294,1500,5,5,750,no,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
162,6,2,1294,2500,3,15,500,yes,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
162,6,3,1294,2000,3,5,600,no,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
162,7,1,1295,2000,5,5,600,no,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
162,7,2,1295,2500,1,20,600,no,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
162,7,3,1295,2500,3,20,750,yes,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
162,8,1,1296,2500,3,20,500,yes,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
162,8,2,1296,2500,1,10,750,yes,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
162,8,3,1296,2000,5,5,600,no,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
163,1,1,1297,2000,3,5,750,yes,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
163,1,2,1297,1500,3,10,600,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
163,1,3,1297,2500,3,15,600,no,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
163,2,1,1298,2000,5,10,500,yes,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
163,2,2,1298,2500,1,5,750,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
163,2,3,1298,2000,3,20,600,no,no,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
163,3,1,1299,2000,1,15,600,no,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
163,3,2,1299,1500,5,5,600,yes,no,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
163,3,3,1299,1500,1,15,500,no,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
163,4,1,1300,2500,1,10,750,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
163,4,2,1300,1500,1,20,500,yes,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
163,4,3,1300,2500,1,10,500,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
163,5,1,1301,1500,5,5,750,no,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
163,5,2,1301,2000,5,5,750,yes,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
163,5,3,1301,1500,1,15,600,yes,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
163,6,1,1302,2500,3,20,500,yes,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
163,6,2,1302,1500,1,5,750,yes,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
163,6,3,1302,2000,5,15,600,no,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
163,7,1,1303,2500,1,10,600,yes,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
163,7,2,1303,2500,1,15,750,no,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
163,7,3,1303,2500,3,5,750,no,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
163,8,1,1304,1500,1,10,750,no,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
163,8,2,1304,2500,5,15,750,yes,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
163,8,3,1304,2500,5,5,750,no,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
164,1,1,1305,1500,5,15,500,yes,no,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
164,1,2,1305,1500,3,5,600,no,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
164,1,3,1305,2500,3,10,750,yes,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
164,2,1,1306,2000,3,15,600,yes,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
164,2,2,1306,1500,1,5,750,no,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
164,2,3,1306,1500,3,5,750,no,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
164,3,1,1307,2500,1,15,500,no,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
164,3,2,1307,2000,1,15,500,no,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
164,3,3,1307,1500,1,20,750,no,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
164,4,1,1308,1500,1,5,500,yes,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
164,4,2,1308,2500,3,15,750,yes,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
164,4,3,1308,2500,1,5,600,no,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
164,5,1,1309,2000,1,10,600,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
164,5,2,1309,1500,3,20,750,yes,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
164,5,3,1309,2500,3,20,750,no,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
164,6,1,1310,2000,3,10,500,yes,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
164,6,2,1310,1500,5,5,600,no,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
164,6,3,1310,2000,5,20,750,yes,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
164,7,1,1311,2500,3,5,600,no,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
164,7,2,1311,1500,3,15,600,yes,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
164,7,3,1311,2000,3,10,750,no,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
164,8,1,1312,1500,5,5,600,no,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
164,8,2,1312,2000,1,5,750,no,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
164,8,3,1312,2500,1,5,600,no,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
165,1,1,1313,2500,1,15,750,no,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
165,1,2,1313,1500,3,5,750,no,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
165,1,3,1313,2000,5,5,750,yes,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
165,2,1,1314,2500,3,20,750,yes,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
165,2,2,1314,2000,5,5,750,no,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
165,2,3,1314,2000,5,5,500,yes,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
165,3,1,1315,2500,5,15,750,yes,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
165,3,2,1315,2500,5,5,500,no,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
165,3,3,1315,1500,1,15,500,yes,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
165,4,1,1316,2500,5,5,500,no,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
165,4,2,1316,2500,5,5,500,yes,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
165,4,3,1316,1500,1,15,600,yes,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
165,5,1,1317,2500,1,5,750,yes,no,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
165,5,2,1317,1500,1,15,500,no,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
165,5,3,1317,1500,3,5,500,yes,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
165,6,1,1318,2500,3,10,500,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
165,6,2,1318,2500,3,5,750,no,no,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
165,6,3,1318,1500,3,5,750,no,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
165,7,1,1319,1500,5,15,500,yes,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
165,7,2,1319,1500,5,5,500,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
165,7,3,1319,2500,5,15,750,yes,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
165,8,1,1320,2500,1,15,500,no,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
165,8,2,1320,2000,5,5,750,yes,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
165,8,3,1320,2500,5,15,500,yes,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
166,1,1,1321,1500,3,10,600,yes,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
166,1,2,1321,2500,5,5,500,no,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
166,1,3,1321,2500,3,15,600,no,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
166,2,1,1322,2000,5,20,500,yes,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
166,2,2,1322,2500,5,5,600,yes,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
166,2,3,1322,2500,5,5,600,no,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
166,3,1,1323,2500,5,20,600,no,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
166,3,2,1323,1500,3,10,500,yes,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
166,3,3,1323,1500,5,15,750,yes,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
166,4,1,1324,2500,5,20,500,no,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
166,4,2,1324,2000,5,20,600,yes,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
166,4,3,1324,2000,1,10,750,yes,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
166,5,1,1325,1500,5,10,750,no,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
166,5,2,1325,2000,5,10,600,yes,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
166,5,3,1325,2500,5,20,500,yes,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
166,6,1,1326,2000,1,10,500,yes,no,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
166,6,2,1326,1500,3,15,600,yes,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
166,6,3,1326,1500,5,15,500,no,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
166,7,1,1327,2000,5,5,500,yes,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
166,7,2,1327,2500,1,5,750,no,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
166,7,3,1327,2000,3,5,500,no,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
166,8,1,1328,2500,1,10,600,no,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
166,8,2,1328,1500,5,15,600,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
166,8,3,1328,2000,1,10,750,no,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
167,1,1,1329,2000,5,10,750,no,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
167,1,2,1329,2500,5,10,500,yes,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
167,1,3,1329,1500,3,20,500,no,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
167,2,1,1330,1500,1,15,750,no,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
167,2,2,1330,1500,5,5,750,yes,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
167,2,3,1330,2500,5,5,750,yes,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
167,3,1,1331,2500,3,20,500,yes,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
167,3,2,1331,1500,5,20,600,no,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
167,3,3,1331,1500,5,15,500,no,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
167,4,1,1332,2000,3,10,600,yes,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
167,4,2,1332,2000,1,10,500,no,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
167,4,3,1332,1500,1,15,500,yes,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
167,5,1,1333,1500,1,20,750,no,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
167,5,2,1333,1500,1,5,500,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
167,5,3,1333,1500,5,20,600,no,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
167,6,1,1334,2500,3,20,750,yes,no,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
167,6,2,1334,2000,5,10,500,no,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
167,6,3,1334,2500,1,5,500,no,no,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
167,7,1,1335,2000,5,15,500,yes,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
167,7,2,1335,1500,5,10,600,yes,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
167,7,3,1335,1500,1,20,600,yes,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
167,8,1,1336,2500,5,5,500,no,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
167,8,2,1336,2000,3,15,500,yes,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
167,8,3,1336,2000,3,20,500,yes,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
168,1,1,1337,2000,1,10,600,yes,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
168,1,2,1337,2500,1,15,500,yes,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
168,1,3,1337,2000,1,10,600,yes,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
168,2,1,1338,1500,5,20,750,yes,no,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
168,2,2,1338,1500,1,15,500,yes,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
168,2,3,1338,2000,1,10,500,yes,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
168,3,1,1339,1500,3,20,750,yes,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
168,3,2,1339,1500,1,10,500,yes,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
168,3,3,1339,2000,5,10,600,no,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
168,4,1,1340,2500,1,15,750,no,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
168,4,2,1340,1500,1,10,600,yes,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
168,4,3,1340,2000,1,20,750,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
168,5,1,1341,2000,5,20,750,yes,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
168,5,2,1341,1500,5,10,600,yes,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
168,5,3,1341,1500,5,10,750,yes,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
168,6,1,1342,2500,5,10,750,no,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
168,6,2,1342,2500,5,10,750,yes,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
168,6,3,1342,1500,1,5,750,yes,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
168,7,1,1343,2000,3,10,600,yes,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
168,7,2,1343,2000,1,10,500,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
168,7,3,1343,2500,1,10,500,no,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
168,8,1,1344,2000,1,5,600,no,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
168,8,2,1344,2000,5,10,600,yes,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
168,8,3,1344,2500,5,10,600,yes,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
169,1,1,1345,2500,5,10,750,yes,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
169,1,2,1345,1500,3,5,600,no,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
169,1,3,1345,2000,5,15,750,no,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
169,2,1,1346,2500,5,15,750,yes,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
169,2,2,1346,2500,3,15,750,no,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
169,2,3,1346,2500,5,5,600,yes,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
169,3,1,1347,2500,3,10,500,yes,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
169,3,2,1347,1500,1,10,600,no,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
169,3,3,1347,1500,1,10,750,no,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
169,4,1,1348,2000,5,20,500,yes,no,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
169,4,2,1348,2500,3,20,750,no,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
169,4,3,1348,2000,3,5,500,no,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
169,5,1,1349,1500,5,10,500,yes,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
169,5,2,1349,2000,3,15,750,yes,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
169,5,3,1349,2500,3,20,750,yes,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
169,6,1,1350,2000,1,5,600,yes,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
169,6,2,1350,2000,3,20,750,no,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
169,6,3,1350,2500,5,5,500,no,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
169,7,1,1351,2500,3,20,750,yes,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
169,7,2,1351,2000,5,10,600,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
169,7,3,1351,2000,1,20,750,yes,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
169,8,1,1352,1500,1,10,750,no,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
169,8,2,1352,1500,1,10,600,no,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
169,8,3,1352,2500,5,5,750,yes,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
170,1,1,1353,1500,5,15,600,no,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
170,1,2,1353,2500,1,5,600,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
170,1,3,1353,1500,5,15,750,yes,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
170,2,1,1354,2500,3,5,600,yes,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
170,2,2,1354,1500,3,5,500,yes,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
170,2,3,1354,2000,5,10,500,no,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
170,3,1,1355,1500,1,20,500,yes,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
170,3,2,1355,2000,3,15,500,no,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
170,3,3,1355,2500,5,10,600,yes,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
170,4,1,1356,1500,1,20,600,no,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
170,4,2,1356,2000,1,15,500,yes,no,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
170,4,3,1356,1500,1,15,600,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
170,5,1,1357,1500,5,5,600,yes,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
170,5,2,1357,2500,1,5,600,no,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
170,5,3,1357,1500,5,10,600,yes,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
170,6,1,1358,2000,1,15,600,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
170,6,2,1358,2000,1,5,500,no,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
170,6,3,1358,1500,5,10,600,yes,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
170,7,1,1359,1500,1,20,750,yes,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
170,7,2,1359,1500,5,5,500,yes,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
170,7,3,1359,1500,1,15,600,yes,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
170,8,1,1360,2500,1,5,600,yes,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
170,8,2,1360,2500,3,10,500,no,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
170,8,3,1360,1500,1,20,600,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
171,1,1,1361,2500,1,10,750,no,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
171,1,2,1361,1500,3,20,500,no,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
171,1,3,1361,1500,5,15,600,no,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
171,2,1,1362,2500,3,5,500,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
171,2,2,1362,1500,3,20,750,no,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
171,2,3,1362,2000,5,15,500,no,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
171,3,1,1363,2500,5,5,750,yes,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
171,3,2,1363,2500,5,20,600,no,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
171,3,3,1363,1500,5,10,750,yes,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
171,4,1,1364,1500,1,5,500,yes,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
171,4,2,1364,2500,3,15,600,yes,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
171,4,3,1364,2000,3,5,600,yes,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
171,5,1,1365,1500,5,5,600,yes,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
